pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,sy_dist
HATS-40 b,1,1,Transit,2018,505.34970,1.59000,0.490000,0.312000,1342.2900000
HATS-41 b,1,1,Transit,2018,3082.95100,9.70000,5.100000,0.380000,737.6680000
HATS-42 b,1,1,Transit,2018,597.52040,1.88000,0.830000,0.229000,800.3770000
HATS-43 b,1,1,Transit,2018,82.95363,0.26100,0.191000,0.173000,362.2730000
HATS-44 b,1,1,Transit,2018,177.98480,0.56000,0.560000,0.279000,446.0350000
HATS-45 b,1,1,Transit,2018,222.48100,0.70000,0.410000,0.240000,772.1100000
HATS-46 b,1,1,Transit,2018,54.98459,0.17300,0.280000,0.559000,453.8080000
HATS-47 b,1,1,Transit,2020,117.27927,0.36900,0.331000,0.088000,300.6700000
HATS-49 b,1,1,Transit,2020,112.19399,0.35300,0.986000,0.071000,324.4130000
HATS-5 b,1,1,Transit,2014,75.32300,0.23700,0.390000,0.019000,246.3840000
HATS-50 b,1,1,Transit,2017,123.95370,0.39000,0.330000,0.516000,756.7420000
HATS-51 b,1,1,Transit,2017,244.09344,0.76800,0.340000,0.330000,389.5700000
HATS-52 b,1,1,Transit,2017,711.93920,2.24000,1.060000,0.246000,555.1340000
HATS-53 b,1,1,Transit,2017,189.10885,0.59500,0.303000,0.330000,585.7700000
HATS-54 b,1,1,Transit,2019,241.55080,0.76000,0.770000,0.126000,748.5850000
HATS-55 b,1,1,Transit,2019,292.72143,0.92100,0.587000,0.092000,609.8380000
HATS-56 b,1,1,Transit,2019,191.33366,0.60200,0.155000,0.019000,564.4090000
HATS-57 b,1,1,Transit,2019,1000.21101,3.14700,2.650000,0.028000,279.4850000
HATS-59 b,1,2,Transit,2018,256.17098,0.80600,0.700000,0.129000,642.8840000
HATS-59 c,1,2,Radial Velocity,2018,4036.44100,12.70000,11.900000,0.083000,642.8840000
HATS-6 b,1,1,Transit,2015,101.38777,0.31900,0.399000,0.000000,169.3180000
HATS-60 b,1,1,Transit,2018,210.40346,0.66200,0.537000,0.191000,486.4740000
HATS-61 b,1,1,Transit,2018,1080.62200,3.40000,2.470000,0.092000,679.7610000
HATS-62 b,1,1,Transit,2018,56.89157,0.17900,0.076000,0.298000,523.0670000
HATS-63 b,1,1,Transit,2018,305.11680,0.96000,0.670000,0.136000,623.2320000
HATS-64 b,1,1,Transit,2018,305.11680,0.96000,0.245000,0.151000,1080.1500000
HATS-66 b,1,1,Transit,2018,1694.03390,5.33000,2.340000,0.064000,1477.9800000
HATS-67 b,1,1,Transit,2018,460.85350,1.45000,0.374000,0.057000,960.1090000
HATS-68 b,1,1,Transit,2018,410.00070,1.29000,0.856000,0.036000,603.9550000
HATS-69 b,1,1,Transit,2018,183.38791,0.57700,0.460000,0.519000,414.5370000
HATS-7 b,1,1,Transit,2015,38.13960,0.12000,0.830000,0.170000,240.7070000
HATS-70 b,1,1,Transit,2019,4100.00700,12.90000,6.640000,0.180000,1458.8300000
HATS-71 b,1,1,Transit,2020,117.59710,0.37000,0.420000,0.000000,140.2250000
HATS-72 b,1,1,Transit,2020,39.85588,0.12540,0.411000,0.013000,127.5890000
HATS-8 b,1,1,Transit,2015,43.86054,0.13800,0.259000,0.376000,794.6370000
HATS-9 b,1,1,Transit,2015,266.02371,0.83700,0.626000,0.075000,638.7000000
HD 100546 b,1,1,Imaging,2014,239000.00000,752.00000,2.840000,,109.6770000
HD 100777 b,1,1,Radial Velocity,2007,327.36490,1.03000,0.684000,0.360000,49.5336000
HD 10180 c,1,6,Radial Velocity,2010,13.10000,0.04122,1.440000,0.073000,38.9607000
HD 10180 d,1,6,Radial Velocity,2010,11.75000,0.03697,1.570000,0.131000,38.9607000
HD 10180 e,1,6,Radial Velocity,2010,25.10000,0.07900,0.881000,0.051000,38.9607000
HD 10180 f,1,6,Radial Velocity,2010,23.90000,0.07520,0.913000,0.119000,38.9607000
HD 10180 g,1,6,Radial Velocity,2010,21.40000,0.06730,0.993000,0.263000,38.9607000
HD 10180 h,1,6,Radial Velocity,2010,64.40000,0.20300,0.426000,0.095000,38.9607000
HD 102117 b,1,1,Radial Velocity,2005,54.03110,0.17000,0.489000,0.120000,39.5792000
HD 102195 b,1,1,Radial Velocity,2006,130.31030,0.41000,0.250000,0.000000,29.3386000
HD 102272 b,1,1,Radial Velocity,2008,1570.08020,4.94000,4.020000,0.050000,347.0970000
HD 102329 b,1,2,Radial Velocity,2011,2593.49280,8.16000,7.120000,0.210000,217.1070000
HD 102329 c,1,2,Radial Velocity,2018,483.10160,1.52000,1.080000,0.209000,217.1070000
HD 102843 b,1,1,Radial Velocity,2019,113.90000,0.35837,0.278000,0.110000,62.7580000
HD 103197 b,1,1,Radial Velocity,2009,28.60470,0.09000,0.793000,0.000000,57.1463000
HD 103720 b,1,1,Radial Velocity,2014,197.04600,0.62000,0.386000,0.086000,45.5352000
HD 103949 b,1,1,Radial Velocity,2019,11.20000,0.03524,1.640000,0.190000,26.4997000
HD 104067 b,1,1,Radial Velocity,2009,50.85280,0.16000,0.511000,0.000000,20.3632000
HD 10442 b,1,1,Radial Velocity,2014,472.61321,1.48700,1.030000,0.132000,135.3740000
HD 104985 b,1,1,Radial Velocity,2003,2637.90000,8.30000,7.250000,0.090000,100.5760000
HD 106252 b,1,1,Radial Velocity,2002,2202.56190,6.93000,5.910000,0.480000,38.1850000
HD 106270 b,1,1,Radial Velocity,2011,3219.61790,10.13000,9.060000,0.185000,93.8080000
HD 106315 b,1,2,Transit,2017,12.60000,0.03964,4.700000,0.093000,109.3530000
HD 106315 c,1,2,Transit,2017,15.20000,0.04782,1.010000,0.220000,109.3530000
HD 10647 b,1,1,Radial Velocity,2006,298.75000,0.94000,0.625000,0.150000,17.3357000
HD 106906 b,1,1,Imaging,2013,3496.00000,11.00000,10.100000,,103.0290000
HD 10697 b,1,1,Radial Velocity,1999,2028.70889,6.38300,5.440000,0.104300,33.1205000
HD 108147 b,1,1,Radial Velocity,2002,82.95000,0.26100,0.352000,0.530000,38.9200000
HD 108236 b,1,5,Transit,2020,3.24000,0.01020,4.230000,0.045000,64.5978000
HD 108236 c,1,5,Transit,2020,4.94000,0.01550,3.060000,0.034000,64.5978000
HD 108236 d,1,5,Transit,2020,6.98000,0.02200,2.340000,0.055000,64.5978000
HD 108236 e,1,5,Transit,2020,9.71000,0.03060,1.820000,0.058000,64.5978000
HD 108236 f,1,5,Transit,2021,4.72000,0.01490,3.160000,0.051000,64.5978000
HD 108863 b,1,1,Radial Velocity,2011,767.24162,2.41400,1.790000,0.032000,164.7420000
HD 108874 b,1,2,Radial Velocity,2002,451.31860,1.42000,0.986000,0.130000,59.5175000
HD 108874 c,1,2,Radial Velocity,2005,314.64000,0.99000,0.658000,0.239000,59.5175000
HD 109246 b,1,1,Radial Velocity,2010,273.33380,0.86000,0.559000,0.120000,67.8349000
HD 109271 b,1,2,Radial Velocity,2013,17.16200,0.05400,1.180000,0.250000,55.8716000
HD 109271 c,1,2,Radial Velocity,2013,24.15400,0.07600,0.907000,0.150000,55.8716000
HD 110014 b,1,1,Radial Velocity,2009,3524.59000,11.09000,10.200000,0.462000,100.7580000
HD 111232 b,1,1,Radial Velocity,2003,2269.30620,7.14000,6.090000,0.200000,28.9571000
HD 111591 b,1,1,Radial Velocity,2017,1398.45200,4.40000,3.580000,0.260000,114.1660000
HD 111998 b,1,1,Radial Velocity,2016,1433.41330,4.51000,3.670000,0.030000,33.2237000
HD 113337 b,1,1,Radial Velocity,2013,899.42000,2.83000,2.150000,0.460000,36.1800000
HD 113538 b,1,2,Radial Velocity,2010,114.41000,0.36000,0.273000,0.140000,16.2817000
HD 113538 c,1,2,Radial Velocity,2010,295.57000,0.93000,0.618000,0.200000,16.2817000
HD 114386 b,1,1,Radial Velocity,2003,362.32620,1.14000,0.774000,0.230000,27.9243000
HD 114613 b,1,1,Radial Velocity,2014,113.46531,0.35700,0.277000,0.458000,20.2836000
HD 114783 b,1,2,Radial Velocity,2001,349.60000,1.10000,0.747000,0.144000,21.0628000
HD 114783 c,1,2,Radial Velocity,2018,194.19413,0.61100,0.381000,0.000000,21.0628000
HD 11506 b,1,2,Radial Velocity,2007,1535.11890,4.83000,3.930000,0.374300,51.2610000
HD 11506 c,1,2,Radial Velocity,2008,129.67464,0.40800,0.249000,0.193000,51.2610000
HD 117207 b,1,1,Radial Velocity,2004,612.14058,1.92600,1.400000,0.157000,32.3547000
HD 11755 b,1,1,Radial Velocity,2015,1789.38290,5.63000,4.690000,0.190000,235.0450000
HD 117618 b,1,1,Radial Velocity,2004,55.30242,0.17400,0.479000,0.150000,37.7781000
HD 118203 b,1,1,Radial Velocity,2005,886.74570,2.79000,2.120000,0.310000,92.2589000
HD 11977 b,1,1,Radial Velocity,2005,2080.00000,6.54000,5.580000,0.400000,67.9331000
HD 120084 b,1,1,Radial Velocity,2013,1430.20000,4.50000,3.660000,0.660000,103.0440000
HD 121504 b,1,1,Radial Velocity,2003,479.92330,1.51000,1.050000,0.030000,41.6592000
HD 12484 b,1,1,Radial Velocity,2016,947.13340,2.98000,2.260000,0.070000,48.3367000
HD 125390 b,1,1,Radial Velocity,2019,7043.11280,22.16000,22.400000,0.591000,153.6470000
HD 125595 b,1,1,Radial Velocity,2009,6.35660,0.02000,2.530000,0.000000,28.1989000
HD 12648 b,1,1,Radial Velocity,2015,622.94680,1.96000,1.420000,0.040000,182.1920000
HD 126525 b,1,1,Radial Velocity,2018,75.32571,0.23700,0.379000,0.035000,37.6506000
HD 12661 b,1,2,Radial Velocity,2000,772.32690,2.43000,1.800000,0.380000,37.8478000
HD 12661 c,1,2,Radial Velocity,2002,575.88400,1.81200,1.320000,0.031000,37.8478000
HD 128311 b,1,2,Radial Velocity,2002,562.24127,1.76900,1.260000,0.303000,16.3292000
HD 128311 c,1,2,Radial Velocity,2005,1204.25787,3.78900,3.010000,0.159000,16.3292000
HD 128356 b,1,1,Radial Velocity,2016,282.86870,0.89000,0.579000,0.570000,26.1548000
HD 129445 b,1,1,Radial Velocity,2009,508.50700,1.60000,1.140000,0.700000,67.4386000
HD 130322 b,1,1,Radial Velocity,1999,365.49000,1.15000,0.781000,0.029000,31.8766000
HD 131496 b,1,1,Radial Velocity,2011,572.09400,1.80000,1.310000,0.181000,131.8490000
HD 131664 b,1,1,Radial Velocity,2008,6076.90960,19.12000,18.800000,0.640000,52.8128000
HD 13167 b,1,1,Radial Velocity,2018,1052.01730,3.31000,2.570000,0.563000,148.9340000
HD 13189 b,1,1,Radial Velocity,2005,3480.23850,10.95000,10.000000,0.270000,497.8230000
HD 132406 b,1,1,Radial Velocity,2007,1709.92540,5.38000,4.480000,0.340000,70.7832000
HD 134060 b,1,2,Radial Velocity,2019,10.10000,0.03180,1.760000,0.450000,24.0125000
HD 134060 c,1,2,Radial Velocity,2019,29.29000,0.09220,0.780000,0.110000,24.0125000
HD 134987 b,1,2,Radial Velocity,1999,511.70630,1.61000,1.140000,0.230000,26.1804000
HD 134987 c,1,2,Radial Velocity,2009,260.00000,0.82000,0.532000,0.120000,26.1804000
HD 136352 b,1,3,Radial Velocity,2019,4.62000,0.01454,7.800000,0.079000,14.6820000
HD 136352 c,1,3,Radial Velocity,2019,11.29000,0.03552,3.500000,0.037000,14.6820000
HD 136352 d,1,3,Radial Velocity,2019,10.50000,0.03304,1.710000,0.075000,14.6820000
HD 136418 b,1,1,Radial Velocity,2009,680.15620,2.14000,1.590000,0.250000,105.1680000
HD 13724 b,1,1,Radial Velocity,2019,8508.30910,26.77000,27.700000,0.340000,43.4650000
HD 137388 b,1,1,Radial Velocity,2011,63.56600,0.20000,0.431000,0.360000,40.4841000
HD 13908 b,1,2,Radial Velocity,2013,274.91000,0.86500,0.562000,0.020000,79.5515000
HD 13908 c,1,2,Radial Velocity,2013,1630.40000,5.13000,4.270000,0.120000,79.5515000
HD 13931 b,1,1,Radial Velocity,2009,699.22600,2.20000,1.630000,0.020000,47.3963000
HD 139357 b,1,1,Radial Velocity,2008,3101.89000,9.76000,8.730000,0.100000,112.0900000
HD 1397 b,1,1,Transit,2018,131.89945,0.41500,0.477000,0.251000,79.5702000
HD 14067 b,1,1,Radial Velocity,2014,2479.00000,7.80000,6.810000,0.533000,142.0240000
HD 141399 b,1,4,Radial Velocity,2014,143.34133,0.45100,0.269000,0.040000,37.0169000
HD 141399 c,1,4,Radial Velocity,2014,422.71390,1.33000,0.923000,0.048000,37.0169000
HD 141399 d,1,4,Radial Velocity,2014,375.03940,1.18000,0.801000,0.074000,37.0169000
HD 141399 e,1,4,Radial Velocity,2014,209.76780,0.66000,0.411000,0.260000,37.0169000
HD 141937 b,1,1,Radial Velocity,2002,3079.77270,9.69000,8.660000,0.410000,33.3622000
HD 142415 b,1,1,Radial Velocity,2003,530.77610,1.67000,1.190000,0.500000,35.5318000
HD 143105 b,1,1,Radial Velocity,2016,384.57430,1.21000,0.822000,0.070000,46.7789000
HD 143361 b,1,1,Radial Velocity,2008,1122.57556,3.53200,2.740000,0.197000,68.5146000
HD 145377 b,1,1,Radial Velocity,2008,1913.33660,6.02000,5.010000,0.310000,53.4884000
HD 145457 b,1,1,Radial Velocity,2010,708.76090,2.23000,1.660000,0.110000,135.2920000
HD 145934 b,1,1,Radial Velocity,2015,724.62000,2.28000,1.690000,0.053000,227.8810000
HD 1461 b,1,2,Radial Velocity,2010,6.44000,0.02026,2.500000,0.172000,23.4534000
HD 1461 c,1,2,Radial Velocity,2015,5.59000,0.01759,2.770000,0.305000,23.4534000
HD 147018 b,1,2,Radial Velocity,2009,674.00000,2.12000,1.540000,0.468600,40.4256000
HD 147018 c,1,2,Radial Velocity,2009,2080.00000,6.56000,5.580000,0.133000,40.4256000
HD 14787 b,1,1,Radial Velocity,2018,356.28743,1.12100,0.761000,0.155000,119.1370000
HD 148156 b,1,1,Radial Velocity,2009,270.14400,0.85000,0.553000,0.520000,57.1289000
HD 148164 b,1,2,Radial Velocity,2018,390.93090,1.23000,0.835000,0.587000,77.1971000
HD 148164 c,1,2,Radial Velocity,2018,1640.00280,5.16000,4.300000,0.125000,77.1971000
HD 148284 b,1,1,Radial Velocity,2018,10710.87100,33.70000,35.800000,0.389260,121.1870000
HD 148427 b,1,1,Radial Velocity,2009,413.17900,1.30000,0.903000,0.160000,71.3499000
HD 149026 b,1,1,Radial Velocity,2005,120.77540,0.38000,0.750000,0.000000,75.8643000
HD 149143 b,1,1,Radial Velocity,2005,422.71390,1.33000,0.923000,0.016700,73.2801000
HD 1502 b,1,1,Radial Velocity,2011,874.03250,2.75000,2.090000,0.031000,190.9530000
HD 150706 b,1,1,Radial Velocity,2012,861.28000,2.71000,2.060000,0.380000,28.2697000
HD 152079 b,1,1,Radial Velocity,2009,845.74563,2.66100,2.020000,0.532000,87.8888000
HD 152581 b,1,1,Radial Velocity,2011,594.02427,1.86900,1.360000,0.040000,165.7600000
HD 15337 b,1,2,Transit,2019,7.51000,0.02363,9.300000,0.090000,44.8155000
HD 15337 c,1,2,Transit,2019,8.11000,0.02552,3.230000,0.050000,44.8155000
HD 153950 b,1,1,Radial Velocity,2008,937.59850,2.95000,2.240000,0.340000,48.4549000
HD 154345 b,1,1,Radial Velocity,2006,260.62060,0.82000,0.533000,0.040000,18.2840000
HD 154672 b,1,1,Radial Velocity,2008,1706.74710,5.37000,4.470000,0.610000,63.0484000
HD 154857 b,1,2,Radial Velocity,2004,778.68350,2.45000,1.820000,0.460000,63.4482000
HD 154857 c,1,2,Radial Velocity,2014,819.97000,2.58000,1.960000,0.060000,63.4482000
HD 155358 b,1,2,Radial Velocity,2007,314.65170,0.99000,0.658000,0.170000,43.6197000
HD 155358 c,1,2,Radial Velocity,2007,261.00000,0.82000,0.534000,0.160000,43.6197000
HD 156279 b,1,2,Radial Velocity,2011,3140.16040,9.88000,8.830000,0.710000,36.1945000
HD 156279 c,1,2,Radial Velocity,2018,2733.33800,8.60000,7.510000,0.231000,36.1945000
HD 156411 b,1,1,Radial Velocity,2009,235.18000,0.74000,0.471000,0.220000,56.8655000
HD 156668 b,1,1,Radial Velocity,2010,4.15000,0.01300,3.490000,0.000000,24.3323000
HD 158038 b,1,1,Radial Velocity,2011,486.27990,1.53000,1.090000,0.290000,94.8625000
HD 158259 b,1,5,Radial Velocity,2020,2.22000,0.00698,6.120000,,27.0498000
HD 158259 c,1,5,Radial Velocity,2020,5.60000,0.01762,2.770000,,27.0498000
HD 158259 d,1,5,Radial Velocity,2020,5.41000,0.01702,2.870000,,27.0498000
HD 158259 e,1,5,Radial Velocity,2020,6.08000,0.01913,2.610000,,27.0498000
HD 158259 f,1,5,Radial Velocity,2020,6.14000,0.01932,2.600000,,27.0498000
HD 158996 b,1,1,Radial Velocity,2018,4449.62000,14.00000,13.100000,0.130000,283.6590000
HD 159243 b,1,2,Radial Velocity,2013,359.13000,1.13000,0.767000,0.020000,73.3055000
HD 159243 c,1,2,Radial Velocity,2013,603.90000,1.90000,1.380000,0.075000,73.3055000
HD 159868 b,1,2,Radial Velocity,2006,704.94694,2.21800,1.650000,0.024000,55.8503000
HD 159868 c,1,2,Radial Velocity,2012,244.09344,0.76800,0.489000,0.184000,55.8503000
HD 1605 b,1,2,Radial Velocity,2015,296.85322,0.93400,0.621000,0.095000,88.8047000
HD 1605 c,1,2,Radial Velocity,2015,1150.54460,3.62000,2.880000,0.099000,88.8047000
HD 160691 b,1,4,Radial Velocity,2000,532.68308,1.67600,1.190000,0.128000,15.5981000
HD 160691 c,1,4,Radial Velocity,2004,576.51900,1.81400,1.320000,0.098500,15.5981000
HD 160691 d,1,4,Radial Velocity,2004,10.55470,0.03321,1.710000,0.172000,15.5981000
HD 160691 e,1,4,Radial Velocity,2006,165.86850,0.52190,0.318000,0.066600,15.5981000
HD 16175 b,1,1,Radial Velocity,2009,1620.93300,5.10000,4.250000,0.600000,59.8590000
HD 162020 b,1,1,Radial Velocity,2002,3127.44720,9.84000,8.800000,0.280000,30.8248000
HD 163607 b,1,2,Radial Velocity,2010,249.05159,0.78360,0.510000,0.744100,67.7855000
HD 163607 c,1,2,Radial Velocity,2010,699.54383,2.20100,1.630000,0.080000,67.7855000
HD 164604 b,1,1,Radial Velocity,2009,635.00000,1.99792,1.450000,0.350000,39.3633000
HD 164922 b,1,3,Radial Velocity,2005,116.00000,0.36497,0.271000,0.080000,22.0016000
HD 164922 c,1,3,Radial Velocity,2016,13.00000,0.04090,1.460000,0.120000,22.0016000
HD 164922 d,1,3,Radial Velocity,2020,4.00000,0.01259,3.590000,0.120000,22.0016000
HD 165155 b,1,1,Radial Velocity,2016,918.52870,2.89000,2.190000,0.200000,63.3574000
HD 1666 b,1,1,Radial Velocity,2015,2040.00000,6.43000,5.470000,0.630000,117.9080000
HD 166724 b,1,1,Radial Velocity,2012,1121.89000,3.53000,2.740000,0.734000,45.1342000
HD 167042 b,1,1,Radial Velocity,2007,540.29000,1.70000,1.210000,0.089000,49.6633000
HD 168443 b,1,2,Radial Velocity,1998,2434.15700,7.65900,6.690000,0.528830,39.6245000
HD 168443 c,1,2,Radial Velocity,2000,5464.22100,17.19300,16.500000,0.211300,39.6245000
HD 168746 b,1,1,Radial Velocity,2002,85.81410,0.27000,0.345000,0.110000,41.5681000
HD 1690 b,1,1,Radial Velocity,2010,2793.72570,8.79000,7.860000,0.640000,752.6150000
HD 169830 b,1,2,Radial Velocity,2000,915.31000,2.88000,2.190000,0.310000,37.6048000
HD 169830 c,1,2,Radial Velocity,2003,1283.98000,4.04000,3.210000,0.330000,37.6048000
HD 17092 b,1,1,Radial Velocity,2007,3219.61790,10.13000,9.060000,0.170000,228.4220000
HD 171028 b,1,1,Radial Velocity,2007,832.71460,2.62000,1.990000,0.590000,111.6590000
HD 171238 b,1,1,Radial Velocity,2009,864.49760,2.72000,2.070000,0.234000,44.8113000
HD 17156 b,1,1,Radial Velocity,2007,1115.58330,3.51000,3.780000,0.680000,78.0863000
HD 173416 b,1,1,Radial Velocity,2008,858.10000,2.70000,2.050000,0.210000,132.1840000
HD 175167 b,1,1,Radial Velocity,2009,2850.93510,8.97000,8.020000,0.540000,71.0863000
HD 175541 b,1,1,Radial Velocity,2007,190.06234,0.59800,0.373000,0.110000,129.6030000
HD 175607 b,1,1,Radial Velocity,2015,8.98000,0.02825,1.940000,0.110000,40.3303000
HD 17674 b,1,1,Radial Velocity,2017,276.51210,0.87000,0.566000,0.130000,44.4264000
HD 176986 b,1,2,Radial Velocity,2017,5.74000,0.01806,2.730000,0.066000,27.7843000
HD 176986 c,1,2,Radial Velocity,2017,9.18000,0.02888,1.910000,0.111000,27.7843000
HD 177565 b,1,1,Radial Velocity,2017,15.10000,0.04751,1.300000,0.059300,16.9179000
HD 179079 b,1,1,Radial Velocity,2008,25.74423,0.08100,0.860000,0.049000,69.7116000
HD 179949 b,1,1,Radial Velocity,2000,291.12000,0.91600,0.596000,0.022000,27.4573000
HD 180053 b,1,1,Radial Velocity,2018,697.31902,2.19400,1.630000,0.081000,137.0430000
HD 18015 b,1,1,Radial Velocity,2018,1010.69940,3.18000,2.470000,0.148000,123.8010000
HD 180314 b,1,1,Radial Velocity,2010,6397.91790,20.13000,19.800000,0.260000,122.3620000
HD 181234 b,1,1,Radial Velocity,2019,2660.23710,8.37000,7.310000,0.730000,47.7458000
HD 181342 b,1,1,Radial Velocity,2009,807.28820,2.54000,1.930000,0.022000,120.3910000
HD 181433 b,1,3,Radial Velocity,2008,6.35660,0.02000,2.530000,0.400000,26.8762000
HD 181433 c,1,3,Radial Velocity,2008,203.00000,0.64000,0.398000,0.280000,26.8762000
HD 181433 d,1,3,Radial Velocity,2008,171.00000,0.54000,0.328000,0.480000,26.8762000
HD 181720 b,1,1,Radial Velocity,2009,127.13200,0.40000,0.255000,0.260000,60.2046000
HD 183263 b,1,2,Radial Velocity,2004,1255.42850,3.95000,3.140000,0.360000,54.1955000
HD 183263 c,1,2,Radial Velocity,2008,1134.61000,3.57000,2.840000,0.239000,54.1955000
HD 187085 b,1,1,Radial Velocity,2006,265.70588,0.83600,0.544000,0.251000,45.8993000
HD 187123 b,1,2,Radial Velocity,1998,166.21800,0.52300,0.319000,0.010300,45.9548000
HD 187123 c,1,2,Radial Velocity,2008,632.46000,1.99000,1.440000,0.252000,45.9548000
HD 18742 b,1,1,Radial Velocity,2011,1080.62200,3.40000,2.640000,0.040000,162.6850000
HD 190007 b,1,1,Radial Velocity,2020,16.46000,0.05179,1.210000,0.140000,12.7141000
HD 190647 b,1,1,Radial Velocity,2007,630.89255,1.98500,1.440000,0.224000,54.4738000
HD 190984 b,1,1,Radial Velocity,2009,985.20000,3.10000,2.410000,0.570000,148.1870000
HD 191806 b,1,1,Radial Velocity,2016,2707.91160,8.52000,7.440000,0.259000,65.6668000
HD 191939 b,1,3,Transit,2020,11.60000,0.03640,1.590000,,53.6089000
HD 191939 c,1,3,Transit,2020,10.50000,0.03310,1.710000,,53.6089000
HD 191939 d,1,3,Transit,2020,10.10000,0.03190,1.760000,,53.6089000
HD 192263 b,1,1,Radial Velocity,1999,177.98480,0.56000,0.342000,0.050000,19.6359000
HD 192310 b,1,2,Radial Velocity,2011,16.90000,0.05320,1.190000,0.130000,8.7968700
HD 192310 c,1,2,Radial Velocity,2011,24.00000,0.07600,0.911000,0.320000,8.7968700
HD 192699 b,1,1,Radial Velocity,2007,666.17168,2.09600,1.520000,0.082000,71.8627000
HD 20003 b,1,2,Radial Velocity,2019,11.66000,0.03670,1.590000,0.360000,41.8316000
HD 20003 c,1,2,Radial Velocity,2019,14.44000,0.04540,1.350000,0.100000,41.8316000
HD 200964 b,1,2,Radial Velocity,2010,508.21017,1.59900,1.140000,0.087000,72.5922000
HD 200964 c,1,2,Radial Velocity,2010,385.84562,1.21400,0.825000,0.243000,72.5922000
HD 202696 b,1,2,Radial Velocity,2019,634.38868,1.99600,,0.011000,188.5460000
HD 202696 c,1,2,Radial Velocity,2019,592.43512,1.86400,,0.028000,188.5460000
HD 203030 b,1,1,Imaging,2006,7656.09700,24.09000,24.300000,,39.2503000
HD 203473 b,1,1,Radial Velocity,2018,2479.07400,7.80000,6.810000,0.289000,72.6402000
HD 2039 b,1,1,Radial Velocity,2002,1999.15070,6.29000,5.360000,0.710000,85.6922000
HD 204313 b,1,2,Radial Velocity,2010,1099.69180,3.46000,2.690000,0.230000,47.7945000
HD 204313 c,1,2,Radial Velocity,2015,17.60000,0.05530,1.150000,0.155000,47.7945000
HD 205739 b,1,1,Radial Velocity,2008,435.41000,1.37000,0.951000,0.270000,92.5087000
HD 206255 b,1,1,Radial Velocity,2019,34.20000,0.10760,0.694000,0.230000,75.2363000
HD 206610 b,1,1,Radial Velocity,2009,647.10188,2.03600,1.480000,0.100000,147.1920000
HD 20794 b,1,4,Radial Velocity,2011,2.70000,0.00850,4.870000,0.000000,6.0027800
HD 20794 c,1,4,Radial Velocity,2011,2.40000,0.00760,5.360000,0.000000,6.0027800
HD 20794 d,1,4,Radial Velocity,2011,4.80000,0.01500,3.110000,0.000000,6.0027800
HD 20794 e,1,4,Radial Velocity,2017,4.77000,0.01501,3.130000,0.290000,6.0027800
HD 208487 b,1,1,Radial Velocity,2004,165.26500,0.52000,0.317000,0.240000,45.1470000
HD 208527 b,1,1,Radial Velocity,2012,3146.40000,9.90000,8.850000,0.080000,312.2020000
HD 20868 b,1,1,Radial Velocity,2008,397.28750,1.25000,0.849000,0.750000,47.7223000
HD 208897 b,1,1,Radial Velocity,2017,444.96200,1.40000,0.972000,0.070000,67.4872000
HD 209458 b,1,1,Radial Velocity,1999,232.01590,0.73000,0.362000,0.000000,48.3016000
HD 210193 b,1,1,Radial Velocity,2019,153.10000,0.48170,0.288000,0.240000,42.2029000
HD 210277 b,1,1,Radial Velocity,1998,410.00070,1.29000,0.896000,0.480000,21.2985000
HD 210702 b,1,1,Radial Velocity,2007,574.63664,1.80800,1.310000,0.028000,54.1963000
HD 211810 b,1,1,Radial Velocity,2018,212.94610,0.67000,0.426000,0.680000,64.6353000
HD 211970 b,1,1,Radial Velocity,2019,13.00000,0.04090,1.460000,0.150000,13.1277000
HD 212771 b,1,1,Radial Velocity,2009,759.61370,2.39000,1.770000,0.076000,111.1550000
HD 213885 b,1,2,Transit,2019,8.83000,0.02778,9.150000,0.000000,48.0883000
HD 213885 c,1,2,Radial Velocity,2019,19.95000,0.06277,1.050000,0.000000,48.0883000
HD 21411 b,1,1,Radial Velocity,2019,65.90000,0.20734,0.420000,0.400000,29.1328000
HD 215152 b,1,4,Radial Velocity,2018,1.81900,0.00572,5.930000,0.000000,21.5974000
HD 215152 c,1,4,Radial Velocity,2018,1.72000,0.00541,5.900000,0.000000,21.5974000
HD 215152 d,1,4,Radial Velocity,2018,2.80100,0.00881,4.750000,0.000000,21.5974000
